filename	newspaper	date	# wk hits	wk strings	# hostile hits	hostile strings	# dakota hits	dakota strings	# tibbles hits	tibbles strings	# sioux hits	sioux strings	# pr hits	pr strings	# bf hits	bf strings	# be hits	be strings	# lf hits	lf strings	# gd hits	gd strings
abilene-weekly-reflector_1891-01-15.txt	abilene-weekly-reflector	1891-01-15	1	['Wounded Knee']	12	['HOSTILE', 'hostile', 'hostile', 'hostile', 'hostile', 'hostile', 'hostile', 'hostile', 'hostile', 'hostile', 'hostile', 'hostile']	0	[]	0	[]	3	['Sioux', 'SIOUX', 'Sioux']	2	['Pine Ridge', 'Pine Ridge']	0	[]	0	[]	0	[]	1	['ghost dance']
abilene-weekly-reflector_1891-01-22.txt	abilene-weekly-reflector	1891-01-22	2	['Wounded Knee', 'Wounded Knee']	9	['hostile', 'hostile', 'hostile', 'hostile', 'hostile', 'hostile', 'hostile', 'hostile', 'hostile']	3	['DAKOTA', 'Dakota', 'Dakota']	0	[]	4	['Sioux', 'Sioux', 'Sioux', 'Sioux']	4	['Pine Ridge', 'Pine Ridge', 'Pine Ridge', 'Pine Ridge']	1	['Big Foot']	0	[]	0	[]	0	[]
abilene-weekly-reflector_1891-01-29.txt	abilene-weekly-reflector	1891-01-29	0	[]	0	[]	4	['Dakota', 'Dakota', 'Dakota', 'DAKOTA']	0	[]	3	['Sioux', 'Sioux', 'Sioux']	2	['Pine Ridge', 'Pine Ridge']	0	[]	0	[]	0	[]	0	[]
abilene-weekly-reflector_1891-02-05.txt	abilene-weekly-reflector	1891-02-05	1	['Wounded Knee']	0	[]	1	['DAKOTA']	0	[]	3	['Sioux', 'Sioux', 'Sioux']	0	[]	0	[]	0	[]	0	[]	0	[]
abilene-weekly-reflector_1891-02-12.txt	abilene-weekly-reflector	1891-02-12	2	['Wounded Knee', 'Wounded Knee']	1	['hostile']	4	['Dakota', 'DAKOTA', 'Dakota', 'Dakota']	0	[]	4	['Sioux', 'Sioux', 'Sioux', 'Sioux']	0	[]	0	[]	0	[]	0	[]	1	['ghost dance']
abilene-weekly-reflector_1891-02-19.txt	abilene-weekly-reflector	1891-02-19	0	[]	1	['hostile']	1	['DAKOTA']	0	[]	2	['Sioux', 'Sioux']	0	[]	0	[]	0	[]	0	[]	0	[]
abilene-weekly-reflector_1891-02-26.txt	abilene-weekly-reflector	1891-02-26	1	['Wounded Knee']	5	['hostile', 'hostile', 'hostile', 'hostile', 'hostile']	1	['DAKOTA']	0	[]	6	['Sioux', 'Sioux', 'sioux', 'Sioux', 'Sioux', 'Sioux']	1	['Pine Ridge']	0	[]	0	[]	0	[]	0	[]
abilene-weekly-reflector_1891-03-05.txt	abilene-weekly-reflector	1891-03-05	0	[]	0	[]	3	['Dakota', 'Dakota', 'DAKOTA']	0	[]	4	['Sioux', 'Sioux', 'Sioux', 'Sioux']	0	[]	0	[]	0	[]	0	[]	0	[]
abilene-weekly-reflector_1891-03-12.txt	abilene-weekly-reflector	1891-03-12	0	[]	2	['hostile', 'hostile']	3	['Dakota', 'Dakota', 'DAKOTA']	0	[]	5	['Sioux', 'Sioux', 'Sioux', 'Sioux', 'Sioux']	0	[]	0	[]	0	[]	0	[]	0	[]
abilene-weekly-reflector_1891-03-19.txt	abilene-weekly-reflector	1891-03-19	0	[]	1	['hostile']	1	['DAKOTA']	0	[]	1	['Sioux']	0	[]	0	[]	0	[]	0	[]	2	['ghost dance', 'ghost dance']
abilene-weekly-reflector_1891-03-26.txt	abilene-weekly-reflector	1891-03-26	0	[]	0	[]	1	['DAKOTA']	0	[]	3	['Sioux', 'Sioux', 'Sioux']	0	[]	0	[]	0	[]	0	[]	0	[]
albuquerque-weekly-citizen_1891-01-10.txt	albuquerque-weekly-citizen	1891-01-10	0	[]	0	[]	0	[]	0	[]	1	['Sioux']	0	[]	0	[]	0	[]	0	[]	0	[]
albuquerque-weekly-citizen_1891-01-17.txt	albuquerque-weekly-citizen	1891-01-17	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]
albuquerque-weekly-citizen_1891-01-24.txt	albuquerque-weekly-citizen	1891-01-24	0	[]	0	[]	1	['Dakota']	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	1	['ghost dance']
albuquerque-weekly-citizen_1891-01-31.txt	albuquerque-weekly-citizen	1891-01-31	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]
albuquerque-weekly-citizen_1891-02-07.txt	albuquerque-weekly-citizen	1891-02-07	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]
albuquerque-weekly-citizen_1891-02-14.txt	albuquerque-weekly-citizen	1891-02-14	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]
albuquerque-weekly-citizen_1891-02-21.txt	albuquerque-weekly-citizen	1891-02-21	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]
albuquerque-weekly-citizen_1891-02-28.txt	albuquerque-weekly-citizen	1891-02-28	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]
albuquerque-weekly-citizen_1891-03-14.txt	albuquerque-weekly-citizen	1891-03-14	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]
albuquerque-weekly-citizen_1891-03-21.txt	albuquerque-weekly-citizen	1891-03-21	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]
albuquerque-weekly-citizen_1891-03-28.txt	albuquerque-weekly-citizen	1891-03-28	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]
alexandria-gazette_1890-11-01.txt	alexandria-gazette	1890-11-01	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]
alexandria-gazette_1890-11-03.txt	alexandria-gazette	1890-11-03	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]
alexandria-gazette_1890-11-04.txt	alexandria-gazette	1890-11-04	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]
alexandria-gazette_1890-11-05.txt	alexandria-gazette	1890-11-05	0	[]	0	[]	2	['Dakota', 'Dakota']	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]
alexandria-gazette_1890-11-06.txt	alexandria-gazette	1890-11-06	0	[]	0	[]	2	['Dakota', 'Dakota']	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]
alexandria-gazette_1890-11-07.txt	alexandria-gazette	1890-11-07	0	[]	0	[]	2	['Dakota', 'Dakota']	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]
alexandria-gazette_1890-11-08.txt	alexandria-gazette	1890-11-08	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]
alexandria-gazette_1890-11-10.txt	alexandria-gazette	1890-11-10	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]
alexandria-gazette_1890-11-11.txt	alexandria-gazette	1890-11-11	0	[]	0	[]	1	['Dakota']	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]
alexandria-gazette_1890-11-12.txt	alexandria-gazette	1890-11-12	0	[]	0	[]	1	['Dakota']	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]
alexandria-gazette_1890-11-13.txt	alexandria-gazette	1890-11-13	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]
alexandria-gazette_1890-11-14.txt	alexandria-gazette	1890-11-14	0	[]	0	[]	1	['Dakota']	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]
alexandria-gazette_1890-11-15.txt	alexandria-gazette	1890-11-15	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]
alexandria-gazette_1890-11-17.txt	alexandria-gazette	1890-11-17	0	[]	1	['hostile']	1	['Dakota']	0	[]	1	['Sioux']	0	[]	0	[]	0	[]	0	[]	0	[]
alexandria-gazette_1890-11-18.txt	alexandria-gazette	1890-11-18	0	[]	0	[]	1	['Dakota']	0	[]	1	['Sioux']	0	[]	0	[]	0	[]	0	[]	0	[]
alexandria-gazette_1890-11-19.txt	alexandria-gazette	1890-11-19	0	[]	1	['hostile']	0	[]	0	[]	0	[]	2	['Pine Ridge', 'Pine Ridge']	0	[]	0	[]	0	[]	0	[]
alexandria-gazette_1890-11-20.txt	alexandria-gazette	1890-11-20	0	[]	0	[]	2	['Dakota', 'Dakota']	0	[]	2	['Sioux', 'Sioux']	1	['Pine Ridge']	0	[]	0	[]	0	[]	1	['ghost dance']
alexandria-gazette_1890-11-21.txt	alexandria-gazette	1890-11-21	0	[]	0	[]	0	[]	0	[]	2	['Sioux', 'Sioux']	2	['Pine Ridge', 'Pine Ridge']	0	[]	0	[]	0	[]	1	['ghost dance']
alexandria-gazette_1890-11-22.txt	alexandria-gazette	1890-11-22	1	['Wounded Knee']	0	[]	0	[]	0	[]	1	['Sioux']	1	['Pine Ridge']	0	[]	0	[]	0	[]	2	['Ghost Dance', 'ghost dance']
alexandria-gazette_1890-11-24.txt	alexandria-gazette	1890-11-24	0	[]	0	[]	0	[]	0	[]	0	[]	3	['Pine Ridge', 'Pine Ridge', 'Pine Ridge']	0	[]	0	[]	0	[]	1	['ghost dance']
alexandria-gazette_1890-11-25.txt	alexandria-gazette	1890-11-25	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]
alexandria-gazette_1890-11-26.txt	alexandria-gazette	1890-11-26	0	[]	1	['hostile']	1	['Dakota']	0	[]	0	[]	3	['Pine Ridge', 'Pine Ridge', 'Pine Ridge']	0	[]	0	[]	0	[]	0	[]
alexandria-gazette_1890-11-27.txt	alexandria-gazette	1890-11-27	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]
alexandria-gazette_1890-11-28.txt	alexandria-gazette	1890-11-28	0	[]	0	[]	0	[]	0	[]	0	[]	1	['Pine Ridge']	0	[]	0	[]	0	[]	0	[]
alexandria-gazette_1890-11-29.txt	alexandria-gazette	1890-11-29	0	[]	1	['hostile']	0	[]	0	[]	1	['Sioux']	0	[]	0	[]	0	[]	0	[]	1	['ghost dance']
alexandria-gazette_1890-12-01.txt	alexandria-gazette	1890-12-01	0	[]	1	['hostile']	1	['Dakota']	0	[]	1	['Sioux']	0	[]	0	[]	0	[]	0	[]	0	[]
alexandria-gazette_1890-12-02.txt	alexandria-gazette	1890-12-02	0	[]	0	[]	1	['Dakota']	0	[]	3	['Sioux', 'Sioux', 'Sioux']	0	[]	0	[]	0	[]	0	[]	0	[]
alexandria-gazette_1890-12-03.txt	alexandria-gazette	1890-12-03	0	[]	1	['hostile']	1	['Dakota']	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]
alexandria-gazette_1890-12-04.txt	alexandria-gazette	1890-12-04	0	[]	1	['hostile']	0	[]	0	[]	2	['Sioux', 'Sioux']	0	[]	0	[]	0	[]	0	[]	0	[]
alexandria-gazette_1890-12-05.txt	alexandria-gazette	1890-12-05	0	[]	0	[]	1	['Dakota']	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]
alexandria-gazette_1890-12-06.txt	alexandria-gazette	1890-12-06	0	[]	0	[]	1	['Dakota']	0	[]	1	['Sioux']	0	[]	0	[]	0	[]	0	[]	0	[]
alexandria-gazette_1890-12-08.txt	alexandria-gazette	1890-12-08	0	[]	0	[]	1	['Dakota']	0	[]	1	['Sioux']	0	[]	0	[]	0	[]	0	[]	0	[]
alexandria-gazette_1890-12-09.txt	alexandria-gazette	1890-12-09	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]
alexandria-gazette_1890-12-10.txt	alexandria-gazette	1890-12-10	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]
alexandria-gazette_1890-12-11.txt	alexandria-gazette	1890-12-11	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]
alexandria-gazette_1890-12-12.txt	alexandria-gazette	1890-12-12	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]
alexandria-gazette_1890-12-13.txt	alexandria-gazette	1890-12-13	0	[]	1	['hostile']	0	[]	0	[]	1	['Sioux']	0	[]	0	[]	1	['bright eyes']	0	[]	0	[]
alexandria-gazette_1890-12-15.txt	alexandria-gazette	1890-12-15	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]
alexandria-gazette_1890-12-16.txt	alexandria-gazette	1890-12-16	0	[]	0	[]	1	['Dakota']	0	[]	1	['Sioux']	0	[]	0	[]	0	[]	0	[]	0	[]
alexandria-gazette_1890-12-17.txt	alexandria-gazette	1890-12-17	0	[]	1	['hostile']	1	['Dakota']	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]
alexandria-gazette_1890-12-18.txt	alexandria-gazette	1890-12-18	0	[]	1	['hostile']	1	['Dakota']	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]
alexandria-gazette_1890-12-19.txt	alexandria-gazette	1890-12-19	0	[]	0	[]	1	['Dakota']	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]
alexandria-gazette_1890-12-20.txt	alexandria-gazette	1890-12-20	0	[]	0	[]	0	[]	0	[]	0	[]	1	['Pine Ridge']	0	[]	0	[]	0	[]	0	[]
alexandria-gazette_1890-12-22.txt	alexandria-gazette	1890-12-22	0	[]	1	['hostile']	0	[]	0	[]	3	['Sioux', 'Sioux', 'Sioux']	0	[]	0	[]	0	[]	0	[]	1	['ghost dance']
alexandria-gazette_1890-12-23.txt	alexandria-gazette	1890-12-23	0	[]	0	[]	0	[]	0	[]	0	[]	1	['Pine Ridge']	2	['Big Foot', 'Big Foot']	0	[]	0	[]	0	[]
alexandria-gazette_1890-12-24.txt	alexandria-gazette	1890-12-24	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	1	['Big Foot']	0	[]	0	[]	0	[]
alexandria-gazette_1890-12-26.txt	alexandria-gazette	1890-12-26	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	1	['Big Foot']	0	[]	0	[]	0	[]
alexandria-gazette_1890-12-27.txt	alexandria-gazette	1890-12-27	0	[]	1	['hostile']	0	[]	0	[]	0	[]	0	[]	1	['Big Foot']	0	[]	0	[]	0	[]
alexandria-gazette_1890-12-29.txt	alexandria-gazette	1890-12-29	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	1	['Big Foot']	0	[]	0	[]	0	[]
alexandria-gazette_1890-12-30.txt	alexandria-gazette	1890-12-30	0	[]	1	['hostile']	1	['Dakota']	0	[]	0	[]	2	['Pine Ridge', 'Pine Ridge']	1	['Big Foot']	0	[]	0	[]	0	[]
alexandria-gazette_1890-12-31.txt	alexandria-gazette	1890-12-31	1	['Wounded Knee']	1	['hostile']	1	['Dakota']	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]
alexandria-gazette_1891-01-01.txt	alexandria-gazette	1891-01-01	1	['Wounded Knee']	0	[]	0	[]	0	[]	0	[]	1	['Pine Ridge']	1	['Big Foot']	0	[]	0	[]	0	[]
alexandria-gazette_1891-01-02.txt	alexandria-gazette	1891-01-02	0	[]	0	[]	0	[]	0	[]	1	['Sioux']	2	['Pine Ridge', 'Pine Ridge']	0	[]	0	[]	0	[]	0	[]
alexandria-gazette_1891-01-03.txt	alexandria-gazette	1891-01-03	0	[]	1	['hostile']	0	[]	0	[]	1	['Sioux']	2	['Pine Ridge', 'Pine Ridge']	0	[]	0	[]	0	[]	0	[]
alexandria-gazette_1891-01-05.txt	alexandria-gazette	1891-01-05	0	[]	0	[]	0	[]	0	[]	0	[]	1	['Pine Ridge']	0	[]	0	[]	0	[]	0	[]
alexandria-gazette_1891-01-06.txt	alexandria-gazette	1891-01-06	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]
alexandria-gazette_1891-01-07.txt	alexandria-gazette	1891-01-07	1	['Wounded Knee']	6	['hostile', 'hostile', 'hostile', 'hostile', 'hostile', 'hostile']	1	['Dakota']	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]
alexandria-gazette_1891-01-08.txt	alexandria-gazette	1891-01-08	0	[]	1	['hostile']	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]
alexandria-gazette_1891-01-09.txt	alexandria-gazette	1891-01-09	1	['Wounded Knee']	0	[]	0	[]	0	[]	0	[]	1	['Pine Ridge']	1	['Big Foot']	0	[]	0	[]	0	[]
alexandria-gazette_1891-01-10.txt	alexandria-gazette	1891-01-10	0	[]	2	['hostile', 'hostile']	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]
alexandria-gazette_1891-01-12.txt	alexandria-gazette	1891-01-12	0	[]	1	['hostile']	0	[]	0	[]	0	[]	1	['Pine Ridge']	0	[]	0	[]	0	[]	0	[]
alexandria-gazette_1891-01-13.txt	alexandria-gazette	1891-01-13	1	['Wounded Knee']	1	['hostile']	0	[]	0	[]	0	[]	1	['Pine Ridge']	0	[]	0	[]	0	[]	0	[]
alexandria-gazette_1891-01-14.txt	alexandria-gazette	1891-01-14	0	[]	1	['hostile']	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]
alexandria-gazette_1891-01-15.txt	alexandria-gazette	1891-01-15	0	[]	0	[]	1	['Dakota']	0	[]	1	['Sioux']	0	[]	0	[]	0	[]	0	[]	0	[]
alexandria-gazette_1891-01-16.txt	alexandria-gazette	1891-01-16	0	[]	1	['hostile']	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]
alexandria-gazette_1891-01-17.txt	alexandria-gazette	1891-01-17	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]
alexandria-gazette_1891-01-19.txt	alexandria-gazette	1891-01-19	0	[]	1	['hostile']	1	['Dakota']	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]
alexandria-gazette_1891-01-20.txt	alexandria-gazette	1891-01-20	0	[]	0	[]	1	['Dakota']	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]
alexandria-gazette_1891-01-21.txt	alexandria-gazette	1891-01-21	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]
alexandria-gazette_1891-01-22.txt	alexandria-gazette	1891-01-22	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]
alexandria-gazette_1891-01-23.txt	alexandria-gazette	1891-01-23	1	['Wounded Knee']	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]
alexandria-gazette_1891-01-24.txt	alexandria-gazette	1891-01-24	0	[]	0	[]	2	['Dakota', 'Dakota']	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]
alexandria-gazette_1891-01-26.txt	alexandria-gazette	1891-01-26	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]
alexandria-gazette_1891-01-27.txt	alexandria-gazette	1891-01-27	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]
alexandria-gazette_1891-01-28.txt	alexandria-gazette	1891-01-28	0	[]	0	[]	0	[]	0	[]	0	[]	1	['Pine Ridge']	0	[]	0	[]	0	[]	0	[]
alexandria-gazette_1891-01-29.txt	alexandria-gazette	1891-01-29	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]
alexandria-gazette_1891-01-30.txt	alexandria-gazette	1891-01-30	0	[]	0	[]	0	[]	0	[]	1	['Sioux']	0	[]	0	[]	0	[]	0	[]	0	[]
alexandria-gazette_1891-01-31.txt	alexandria-gazette	1891-01-31	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]
alexandria-gazette_1891-02-02.txt	alexandria-gazette	1891-02-02	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]
alexandria-gazette_1891-02-03.txt	alexandria-gazette	1891-02-03	0	[]	0	[]	1	['Dakota']	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]
alexandria-gazette_1891-02-04.txt	alexandria-gazette	1891-02-04	0	[]	0	[]	1	['Dakota']	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]	0	[]
alexandria-gazette_1891-02-05.txt	alexandria-gazette	1891-02-05	0	[]	0	[]	2	['Dakota', 'Dakota']	0	[]	1	['Sioux']	0	[]	0	[]	0	[]	0	[]	0	[]
